manufacturer,product_code,name_en,name_zh,facestock_en,facestock_zh,adhesive_en,adhesive_zh,application_en,application_zh,industries,features_en,features_zh,benefits_en,benefits_zh,temperature_performance,certifications,tds_url,catalog_url,data_status,sources,last_verified,tds_local_path
LINTEC,LJ2217H,Variable information printing labelstock for inkjet printing LJ2217H,喷墨打印用可变信息打印标签材料 LJ2217H,Inkjet paper (Gloss white),喷墨打印纸（高光白）,High adhesion,高粘型,"Variable information printing labels for inkjet printing, in full color as well as monochrome; also functions with ordinary inkjet printers for personal use",喷墨打印用可变信息打印标签，支持全彩和单色输出；也可用于个人用普通喷墨打印机,Stationery,"Full-color compatible | Superior image quality, reproductivity and crispness",支持全彩打印 | 图像质量、再现性和清晰度优异,"Appropriate ink absorption volume and speed, appropriate ink spread for a specific resolution, and dimensional stability after ink absorption",油墨吸收量与速度适宜，油墨扩散与分辨率匹配，吸墨后尺寸稳定,,,https://www.lintec-global.com/products/label/variable/inkjet.html,https://www.lintec-global.com/products/label/variable/inkjet.html,verified,https://www.lintec-global.com/products/label/variable/inkjet.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,LJ2227H,Variable information printing labelstock for inkjet printing LJ2227H,喷墨打印用可变信息打印标签材料 LJ2227H,Inkjet paper (Gloss white),喷墨打印纸（高光白）,Very high adhesion,超高粘型,"Variable information printing labels for inkjet printing, in full color as well as monochrome; also functions with ordinary inkjet printers for personal use",喷墨打印用可变信息打印标签，支持全彩和单色输出；也可用于个人用普通喷墨打印机,Stationery,"Full-color compatible, for rough surface | Superior image quality, reproductivity and crispness",支持全彩打印，适用于粗糙表面 | 图像质量、再现性和清晰度优异,"Appropriate ink absorption volume and speed, appropriate ink spread for a specific resolution, and dimensional stability after ink absorption",油墨吸收量与速度适宜，油墨扩散与分辨率匹配，吸墨后尺寸稳定,,,https://www.lintec-global.com/products/label/variable/inkjet.html,https://www.lintec-global.com/products/label/variable/inkjet.html,verified,https://www.lintec-global.com/products/label/variable/inkjet.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,LN6610,Variable information printing labelstock for electro-photographic printing LN6610,电子照相（激光）打印用可变信息打印标签材料 LN6610,Wood-free paper (White),道林纸（白色）,High adhesion,高粘型,Variable information label printing with laser (electro-photographic) printers suited to high-volume label production,适用于大批量标签生产的激光（电子照相）打印机可变信息标签打印,Logistics | Stationery,"For general use, for inkjet printing | Excellent image reproduction, toner fixing, electrical properties, smoothness and flexibility",通用型，兼容喷墨打印 | 图像再现性、墨粉定影性、电气特性、平滑度和柔韧性优异,Excellent feeding performance within printers ensures high-speed output; adhesives designed to prevent internal printer contamination,打印机内走纸性能优异，可实现高速输出；胶粘剂设计可防止污染打印机内部,,,https://www.lintec-global.com/products/label/variable/electro.html,https://www.lintec-global.com/products/label/variable/electro.html,verified,https://www.lintec-global.com/products/label/variable/electro.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,LN6680,Variable information printing labelstock for electro-photographic printing LN6680,电子照相（激光）打印用可变信息打印标签材料 LN6680,Wood-free paper (White),道林纸（白色）,Low adhesion,低粘型,Variable information label printing with laser (electro-photographic) printers suited to high-volume label production,适用于大批量标签生产的激光（电子照相）打印机可变信息标签打印,Logistics | Stationery,"For high-speed printing | Excellent image reproduction, toner fixing, electrical properties, smoothness and flexibility",适用于高速打印 | 图像再现性、墨粉定影性、电气特性、平滑度和柔韧性优异,Excellent feeding performance within printers ensures high-speed output; adhesives designed to prevent internal printer contamination,打印机内走纸性能优异，可实现高速输出；胶粘剂设计可防止污染打印机内部,,,https://www.lintec-global.com/products/label/variable/electro.html,https://www.lintec-global.com/products/label/variable/electro.html,verified,https://www.lintec-global.com/products/label/variable/electro.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,LN6714,Variable information printing labelstock for electro-photographic printing LN6714,电子照相（激光）打印用可变信息打印标签材料 LN6714,Wood-free paper (White),道林纸（白色）,High adhesion,高粘型,Variable information label printing with laser (electro-photographic) printers suited to high-volume label production,适用于大批量标签生产的激光（电子照相）打印机可变信息标签打印,Logistics | Stationery,"For high-speed printing, removability | Excellent image reproduction, toner fixing, electrical properties, smoothness and flexibility",适用于高速打印，可移除 | 图像再现性、墨粉定影性、电气特性、平滑度和柔韧性优异,Excellent feeding performance within printers ensures high-speed output; adhesives designed to prevent internal printer contamination,打印机内走纸性能优异，可实现高速输出；胶粘剂设计可防止污染打印机内部,,,https://www.lintec-global.com/products/label/variable/electro.html,https://www.lintec-global.com/products/label/variable/electro.html,verified,https://www.lintec-global.com/products/label/variable/electro.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,LN8517,Variable information printing labelstock for electro-photographic printing LN8517,电子照相（激光）打印用可变信息打印标签材料 LN8517,Coated paper (Matt white),铜版纸（亚光白）,High adhesion,高粘型,Variable information label printing with laser (electro-photographic) printers suited to high-volume label production,适用于大批量标签生产的激光（电子照相）打印机可变信息标签打印,Logistics | Stationery,"Decorative design | Excellent image reproduction, toner fixing, electrical properties, smoothness and flexibility",装饰设计用 | 图像再现性、墨粉定影性、电气特性、平滑度和柔韧性优异,Excellent feeding performance within printers ensures high-speed output; adhesives designed to prevent internal printer contamination,打印机内走纸性能优异，可实现高速输出；胶粘剂设计可防止污染打印机内部,,,https://www.lintec-global.com/products/label/variable/electro.html,https://www.lintec-global.com/products/label/variable/electro.html,verified,https://www.lintec-global.com/products/label/variable/electro.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FN1211-50,Variable information printing labelstock for electro-photographic printing FN1211-50,电子照相（激光）打印用可变信息打印标签材料 FN1211-50,Polyester (PET) film (Clear),聚酯（PET）薄膜（透明）,High adhesion,高粘型,Variable information label printing with laser (electro-photographic) printers suited to high-volume label production,适用于大批量标签生产的激光（电子照相）打印机可变信息标签打印,Logistics | Stationery,"Water-resistance | Excellent image reproduction, toner fixing, electrical properties, smoothness and flexibility",耐水 | 图像再现性、墨粉定影性、电气特性、平滑度和柔韧性优异,Excellent feeding performance within printers ensures high-speed output; adhesives designed to prevent internal printer contamination,打印机内走纸性能优异，可实现高速输出；胶粘剂设计可防止污染打印机内部,,,https://www.lintec-global.com/products/label/variable/electro.html,https://www.lintec-global.com/products/label/variable/electro.html,verified,https://www.lintec-global.com/products/label/variable/electro.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FN1261-50,Variable information printing labelstock for electro-photographic printing FN1261-50,电子照相（激光）打印用可变信息打印标签材料 FN1261-50,Polyester (PET) film (Clear),聚酯（PET）薄膜（透明）,Low adhesion,低粘型,Variable information label printing with laser (electro-photographic) printers suited to high-volume label production,适用于大批量标签生产的激光（电子照相）打印机可变信息标签打印,Logistics | Stationery,"Water-resistance, removability | Excellent image reproduction, toner fixing, electrical properties, smoothness and flexibility",耐水，可移除 | 图像再现性、墨粉定影性、电气特性、平滑度和柔韧性优异,Excellent feeding performance within printers ensures high-speed output; adhesives designed to prevent internal printer contamination,打印机内走纸性能优异，可实现高速输出；胶粘剂设计可防止污染打印机内部,,,https://www.lintec-global.com/products/label/variable/electro.html,https://www.lintec-global.com/products/label/variable/electro.html,verified,https://www.lintec-global.com/products/label/variable/electro.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FN3411-50,Variable information printing labelstock for electro-photographic printing FN3411-50,电子照相（激光）打印用可变信息打印标签材料 FN3411-50,Polyester (PET) film (Matt white),聚酯（PET）薄膜（亚光白）,High adhesion,高粘型,Variable information label printing with laser (electro-photographic) printers suited to high-volume label production,适用于大批量标签生产的激光（电子照相）打印机可变信息标签打印,Logistics | Stationery,"Water-resistance | Excellent image reproduction, toner fixing, electrical properties, smoothness and flexibility",耐水 | 图像再现性、墨粉定影性、电气特性、平滑度和柔韧性优异,Excellent feeding performance within printers ensures high-speed output; adhesives designed to prevent internal printer contamination,打印机内走纸性能优异，可实现高速输出；胶粘剂设计可防止污染打印机内部,,,https://www.lintec-global.com/products/label/variable/electro.html,https://www.lintec-global.com/products/label/variable/electro.html,verified,https://www.lintec-global.com/products/label/variable/electro.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FN3461-50,Variable information printing labelstock for electro-photographic printing FN3461-50,电子照相（激光）打印用可变信息打印标签材料 FN3461-50,Polyester (PET) film (Matt white),聚酯（PET）薄膜（亚光白）,Low adhesion,低粘型,Variable information label printing with laser (electro-photographic) printers suited to high-volume label production,适用于大批量标签生产的激光（电子照相）打印机可变信息标签打印,Logistics | Stationery,"Water-resistance, removability | Excellent image reproduction, toner fixing, electrical properties, smoothness and flexibility",耐水，可移除 | 图像再现性、墨粉定影性、电气特性、平滑度和柔韧性优异,Excellent feeding performance within printers ensures high-speed output; adhesives designed to prevent internal printer contamination,打印机内走纸性能优异，可实现高速输出；胶粘剂设计可防止污染打印机内部,,,https://www.lintec-global.com/products/label/variable/electro.html,https://www.lintec-global.com/products/label/variable/electro.html,verified,https://www.lintec-global.com/products/label/variable/electro.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FN3312-50,Variable information printing labelstock for electro-photographic printing FN3312-50,电子照相（激光）打印用可变信息打印标签材料 FN3312-50,Polyester (PET) film (Matt white),聚酯（PET）薄膜（亚光白）,High adhesion,高粘型,Variable information label printing with laser (electro-photographic) printers suited to high-volume label production,适用于大批量标签生产的激光（电子照相）打印机可变信息标签打印,Logistics | Stationery,"Water-resistance | Excellent image reproduction, toner fixing, electrical properties, smoothness and flexibility",耐水 | 图像再现性、墨粉定影性、电气特性、平滑度和柔韧性优异,Excellent feeding performance within printers ensures high-speed output; adhesives designed to prevent internal printer contamination,打印机内走纸性能优异，可实现高速输出；胶粘剂设计可防止污染打印机内部,,,https://www.lintec-global.com/products/label/variable/electro.html,https://www.lintec-global.com/products/label/variable/electro.html,verified,https://www.lintec-global.com/products/label/variable/electro.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FN3362-50,Variable information printing labelstock for electro-photographic printing FN3362-50,电子照相（激光）打印用可变信息打印标签材料 FN3362-50,Polyester (PET) film (Matt white),聚酯（PET）薄膜（亚光白）,Low adhesion,低粘型,Variable information label printing with laser (electro-photographic) printers suited to high-volume label production,适用于大批量标签生产的激光（电子照相）打印机可变信息标签打印,Logistics | Stationery,"Water-resistance | Excellent image reproduction, toner fixing, electrical properties, smoothness and flexibility",耐水 | 图像再现性、墨粉定影性、电气特性、平滑度和柔韧性优异,Excellent feeding performance within printers ensures high-speed output; adhesives designed to prevent internal printer contamination,打印机内走纸性能优异，可实现高速输出；胶粘剂设计可防止污染打印机内部,,,https://www.lintec-global.com/products/label/variable/electro.html,https://www.lintec-global.com/products/label/variable/electro.html,verified,https://www.lintec-global.com/products/label/variable/electro.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,LR1110,Variable information printing labelstock for thermal-transfer printing LR1110,热转印打印用可变信息打印标签材料 LR1110,Paper (White),纸（白色）,High adhesion,高粘型,Logistic labels and bar-code labels printed with thermal-transfer printers,热转印打印机打印的物流标签和条码标签,Logistics,"High-resolution, versatility | Surface smoothness and appropriate cushioning, as well as ink fixing",高分辨率，通用性强 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,LR1111,Variable information printing labelstock for thermal-transfer printing LR1111,热转印打印用可变信息打印标签材料 LR1111,Paper (White),纸（白色）,High adhesion,高粘型,Logistic labels and bar-code labels printed with thermal-transfer printers,热转印打印机打印的物流标签和条码标签,Logistics,"High-resolution, versatility | Surface smoothness and appropriate cushioning, as well as ink fixing",高分辨率，通用性强 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,LR1120,Variable information printing labelstock for thermal-transfer printing LR1120,热转印打印用可变信息打印标签材料 LR1120,Paper (White),纸（白色）,Very high adhesion,超高粘型,Logistic labels and bar-code labels printed with thermal-transfer printers,热转印打印机打印的物流标签和条码标签,Logistics,"High-resolution, adherence to rough surface | Surface smoothness and appropriate cushioning, as well as ink fixing",高分辨率，可粘附粗糙表面 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,LR1180,Variable information printing labelstock for thermal-transfer printing LR1180,热转印打印用可变信息打印标签材料 LR1180,Paper (White),纸（白色）,Low adhesion,低粘型,Logistic labels and bar-code labels printed with thermal-transfer printers,热转印打印机打印的物流标签和条码标签,Logistics,"High-resolution, removable | Surface smoothness and appropriate cushioning, as well as ink fixing",高分辨率，可移除 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,LR1181,Variable information printing labelstock for thermal-transfer printing LR1181,热转印打印用可变信息打印标签材料 LR1181,Paper (White),纸（白色）,Low adhesion,低粘型,Logistic labels and bar-code labels printed with thermal-transfer printers,热转印打印机打印的物流标签和条码标签,Logistics,"High-resolution, removability | Surface smoothness and appropriate cushioning, as well as ink fixing",高分辨率，可移除 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,LR9200,Variable information printing labelstock for thermal-transfer printing LR9200,热转印打印用可变信息打印标签材料 LR9200,Paper (White),纸（白色）,High adhesion,高粘型,Logistic labels and bar-code labels printed with thermal-transfer printers,热转印打印机打印的物流标签和条码标签,Logistics,"Pre-adhesion, stamping ability | Surface smoothness and appropriate cushioning, as well as ink fixing",预粘（揭后不可重贴），可盖章 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FR1015-50,Variable information printing labelstock for thermal-transfer printing FR1015-50,热转印打印用可变信息打印标签材料 FR1015-50,Vaporized (metalized) PET film (Gloss white),镀铝（金属化）PET薄膜（高光白）,High adhesion,高粘型,Bar-code or nameplate labels printed with thermal-transfer printers,热转印打印机打印的条码或铭板标签,Industrial | Electronics,"Masking, UL/CUL | Surface smoothness and appropriate cushioning, as well as ink fixing",遮蔽性，UL/CUL认证 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,UL | cUL,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FR1225-25,Variable information printing labelstock for thermal-transfer printing FR1225-25,热转印打印用可变信息打印标签材料 FR1225-25,Polyester (PET) film (Clear),聚酯（PET）薄膜（透明）,High adhesion,高粘型,Bar-code or nameplate labels printed with thermal-transfer printers,热转印打印机打印的条码或铭板标签,Industrial | Electronics,"Decorative design, UL/CUL | Surface smoothness and appropriate cushioning, as well as ink fixing",装饰设计用，UL/CUL认证 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,UL | cUL,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FR1225-50,Variable information printing labelstock for thermal-transfer printing FR1225-50,热转印打印用可变信息打印标签材料 FR1225-50,Polyester (PET) film (Clear),聚酯（PET）薄膜（透明）,High adhesion,高粘型,Bar-code or nameplate labels printed with thermal-transfer printers,热转印打印机打印的条码或铭板标签,Industrial | Electronics,"Decorative design, UL/CUL | Surface smoothness and appropriate cushioning, as well as ink fixing",装饰设计用，UL/CUL认证 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,UL | cUL,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FR1415-50,Variable information printing labelstock for thermal-transfer printing FR1415-50,热转印打印用可变信息打印标签材料 FR1415-50,Polyester (PET) film (Gloss white),聚酯（PET）薄膜（高光白）,High adhesion,高粘型,Bar-code or nameplate labels printed with thermal-transfer printers,热转印打印机打印的条码或铭板标签,Industrial | Electronics,"UL/CUL | Surface smoothness and appropriate cushioning, as well as ink fixing",UL/CUL认证 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,UL | cUL,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FR2416-50,Variable information printing labelstock for thermal-transfer printing FR2416-50,热转印打印用可变信息打印标签材料 FR2416-50,Polyester (PET) film (Gloss white),聚酯（PET）薄膜（高光白）,High adhesion,高粘型,Bar-code or nameplate labels printed with thermal-transfer printers,热转印打印机打印的条码或铭板标签,Industrial | Electronics,"Antistatic | Surface smoothness and appropriate cushioning, as well as ink fixing",防静电 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FR3311-50,Variable information printing labelstock for thermal-transfer printing FR3311-50,热转印打印用可变信息打印标签材料 FR3311-50,Polyester (PET) film (Matt white),聚酯（PET）薄膜（亚光白）,High adhesion,高粘型,Bar-code or nameplate labels printed with thermal-transfer printers,热转印打印机打印的条码或铭板标签,Industrial | Electronics,"UL/CUL | Surface smoothness and appropriate cushioning, as well as ink fixing",UL/CUL认证 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,UL | cUL,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FR3412-50,Variable information printing labelstock for thermal-transfer printing FR3412-50,热转印打印用可变信息打印标签材料 FR3412-50,Polyester (PET) film (High gloss white),聚酯（PET）薄膜（超高光白）,High adhesion,高粘型,Bar-code or nameplate labels printed with thermal-transfer printers,热转印打印机打印的条码或铭板标签,Industrial | Electronics,"UL/CUL | Surface smoothness and appropriate cushioning, as well as ink fixing",UL/CUL认证 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,UL | cUL,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FR1510-50,Variable information printing labelstock for thermal-transfer printing FR1510-50,热转印打印用可变信息打印标签材料 FR1510-50,Vaporized (metalized) PET film (Matt sanded-silver),镀铝（金属化）PET薄膜（亚光砂银）,High adhesion,高粘型,Bar-code or nameplate labels printed with thermal-transfer printers,热转印打印机打印的条码或铭板标签,Industrial | Electronics,"Decorative design, UL/CUL | Surface smoothness and appropriate cushioning, as well as ink fixing",装饰设计用，UL/CUL认证 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,UL | cUL,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FR1615-50,Variable information printing labelstock for thermal-transfer printing FR1615-50,热转印打印用可变信息打印标签材料 FR1615-50,Vaporized (metalized) PET film (Matt chemical-silver),镀铝（金属化）PET薄膜（亚光化学银）,High adhesion,高粘型,Bar-code or nameplate labels printed with thermal-transfer printers,热转印打印机打印的条码或铭板标签,Industrial | Electronics,"Decorative design, UL/CUL | Surface smoothness and appropriate cushioning, as well as ink fixing",装饰设计用，UL/CUL认证 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,UL | cUL,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FR1815-50,Variable information printing labelstock for thermal-transfer printing FR1815-50,热转印打印用可变信息打印标签材料 FR1815-50,Vaporized (metalized) PET film (Gloss silver),镀铝（金属化）PET薄膜（高光银）,High adhesion,高粘型,Bar-code or nameplate labels printed with thermal-transfer printers,热转印打印机打印的条码或铭板标签,Industrial | Electronics,"Decorative design, UL/CUL | Surface smoothness and appropriate cushioning, as well as ink fixing",装饰设计用，UL/CUL认证 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,UL | cUL,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FR6311-80,Variable information printing labelstock for thermal-transfer printing FR6311-80,热转印打印用可变信息打印标签材料 FR6311-80,PP based synthetic paper (Matt white),PP基合成纸（亚光白）,High adhesion,高粘型,Bar-code or nameplate labels printed with thermal-transfer printers,热转印打印机打印的条码或铭板标签,Industrial | Electronics,"UL/CUL | Surface smoothness and appropriate cushioning, as well as ink fixing",UL/CUL认证 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,UL | cUL,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FR6901-80,Variable information printing labelstock for thermal-transfer printing FR6901-80,热转印打印用可变信息打印标签材料 FR6901-80,PP based synthetic paper (Matt white),PP基合成纸（亚光白）,Special high adhesion,特殊高粘型,Bar-code or nameplate labels printed with thermal-transfer printers,热转印打印机打印的条码或铭板标签,Industrial,"For rough surface | Surface smoothness and appropriate cushioning, as well as ink fixing",适用于粗糙表面 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FR1125-25,Variable information printing labelstock for thermal-transfer printing FR1125-25,热转印打印用可变信息打印标签材料 FR1125-25,Polyester (PET) film (Matt),聚酯（PET）薄膜（亚光）,High adhesion,高粘型,Bar-code or nameplate labels printed with thermal-transfer printers,热转印打印机打印的条码或铭板标签,Industrial | Electronics,"Decorative design (matt), UL/CUL | Surface smoothness and appropriate cushioning, as well as ink fixing",装饰设计用（亚光），UL/CUL认证 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,UL | cUL,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FR1725-25,Variable information printing labelstock for thermal-transfer printing FR1725-25,热转印打印用可变信息打印标签材料 FR1725-25,Polyester (PET) film (Gloss),聚酯（PET）薄膜（高光）,High adhesion,高粘型,Bar-code or nameplate labels printed with thermal-transfer printers,热转印打印机打印的条码或铭板标签,Industrial | Electronics,"Decorative design (gloss), UL/CUL | Surface smoothness and appropriate cushioning, as well as ink fixing",装饰设计用（高光），UL/CUL认证 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,UL | cUL,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,FR1225-16,Variable information printing labelstock for thermal-transfer printing FR1225-16,热转印打印用可变信息打印标签材料 FR1225-16,Polyester (PET) film (Semi-gloss),聚酯（PET）薄膜（半光）,High adhesion,高粘型,Bar-code or nameplate labels printed with thermal-transfer printers,热转印打印机打印的条码或铭板标签,Industrial | Electronics,"Decorative design (semi-gloss), UL/CUL | Surface smoothness and appropriate cushioning, as well as ink fixing",装饰设计用（半光），UL/CUL认证 | 表面平滑并具有适度缓冲性，油墨定着性好,,,,UL | cUL,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,HR1215-50,Variable information printing labelstock for thermal-transfer printing HR1215-50,热转印打印用可变信息打印标签材料 HR1215-50,Polyester (PET) film (Gloss white),聚酯（PET）薄膜（高光白）,Special high adhesion,特殊高粘型,Heat-resistant identification labels printed with thermal-transfer printers,热转印打印机打印的耐热识别标签,Industrial,"Heat resistance | Surface smoothness and appropriate cushioning, as well as ink fixing",耐热 | 表面平滑并具有适度缓冲性，油墨定着性好,,,"Normal temperature to 200℃ (tested in chamber for 10 mins to 1 hr; not intended for guarantee use, for informational use only)",,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
LINTEC,HR3210-25,Variable information printing labelstock for thermal-transfer printing HR3210-25,热转印打印用可变信息打印标签材料 HR3210-25,PEI film (Matt white),PEI薄膜（亚光白）,Special high adhesion,特殊高粘型,Heat-resistant identification labels printed with thermal-transfer printers,热转印打印机打印的耐热识别标签,Industrial,"Heat resistance | Surface smoothness and appropriate cushioning, as well as ink fixing",耐热 | 表面平滑并具有适度缓冲性，油墨定着性好,,,"Normal temperature to 250℃ (tested in chamber for 10 mins to 1 hr; not intended for guarantee use, for informational use only)",,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,https://www.lintec-global.com/products/label/variable/thermal_transfer.html,verified,https://www.lintec-global.com/products/label/variable/thermal_transfer.html | https://www.lintec-global.com/products/label/variable/,2026-07-03,
